Train | Epoch: 68 | Loss: 0.591
Train | Epoch: 69 | Loss: 0.591
Train | Epoch: 70 | Loss: 0.591
Train | Epoch: 71 | Loss: 0.591
Train | Epoch: 72 | Loss: 0.593
Train | Epoch: 73 | Loss: 0.592
Train | Epoch: 74 | Loss: 0.593
Train | Epoch: 75 | Loss: 0.591
Train | Epoch: 76 | Loss: 0.591
Train | Epoch: 77 | Loss: 0.591
Train | Epoch: 78 | Loss: 0.591
Train | Epoch: 79 | Loss: 0.591
Train | Epoch: 80 | Loss: 0.592
Train | Epoch: 81 | Loss: 0.592
Train | Epoch: 82 | Loss: 0.592
Train | Epoch: 83 | Loss: 0.591
Train | Epoch: 84 | Loss: 0.591
Train | Epoch: 85 | Loss: 0.591
Train | Epoch: 86 | Loss: 0.591
Train | Epoch: 87 | Loss: 0.592
Train | Epoch: 88 | Loss: 0.591
Train | Epoch: 89 | Loss: 0.591
Train | Epoch: 90 | Loss: 0.591
Test | Epoch 90 | MAP: 0.945 | Best MAP: 0.952
Train | Epoch: 91 | Loss: 0.593
Train | Epoch: 92 | Loss: 0.592
Train | Epoch: 93 | Loss: 0.591
Train | Epoch: 94 | Loss: 0.591
Train | Epoch: 95 | Loss: 0.591
Train | Epoch: 96 | Loss: 0.591
Train | Epoch: 97 | Loss: 0.591
Train | Epoch: 98 | Loss: 0.591
Train | Epoch: 99 | Loss: 0.591
Train | Epoch: 100 | Loss: 0.593
Train | Epoch: 101 | Loss: 0.592
Train | Epoch: 102 | Loss: 0.593
Train | Epoch: 103 | Loss: 0.593
Train | Epoch: 104 | Loss: 0.592
Train | Epoch: 105 | Loss: 0.591
Train | Epoch: 106 | Loss: 0.591
Train | Epoch: 107 | Loss: 0.591
Train | Epoch: 108 | Loss: 0.591
Train | Epoch: 109 | Loss: 0.592
Train | Epoch: 110 | Loss: 0.592
Train | Epoch: 111 | Loss: 0.591
Train | Epoch: 112 | Loss: 0.591
Train | Epoch: 113 | Loss: 0.591
Train | Epoch: 114 | Loss: 0.591
Train | Epoch: 115 | Loss: 0.592
Train | Epoch: 116 | Loss: 0.591
Train | Epoch: 117 | Loss: 0.591
Train | Epoch: 118 | Loss: 0.591
Train | Epoch: 119 | Loss: 0.592
Train | Epoch: 120 | Loss: 0.591
Test | Epoch 120 | MAP: 0.952 | Best MAP: 0.952
Train | Epoch: 121 | Loss: 0.591
Train | Epoch: 122 | Loss: 0.591
Train | Epoch: 123 | Loss: 0.591
Train | Epoch: 124 | Loss: 0.591
Train | Epoch: 125 | Loss: 0.591
Train | Epoch: 126 | Loss: 0.591
Train | Epoch: 127 | Loss: 0.591
Train | Epoch: 128 | Loss: 0.591
Train | Epoch: 129 | Loss: 0.591
Train | Epoch: 130 | Loss: 0.591
Train | Epoch: 131 | Loss: 0.591
Train | Epoch: 132 | Loss: 0.591
Train | Epoch: 133 | Loss: 0.591
Train | Epoch: 134 | Loss: 0.591
Train | Epoch: 135 | Loss: 0.591
Train | Epoch: 136 | Loss: 0.591
Train | Epoch: 137 | Loss: 0.591
Train | Epoch: 138 | Loss: 0.591
Train | Epoch: 139 | Loss: 0.597
Train | Epoch: 140 | Loss: 0.593
Train | Epoch: 141 | Loss: 0.591
Train | Epoch: 142 | Loss: 0.591
Train | Epoch: 143 | Loss: 0.591
Train | Epoch: 144 | Loss: 0.592
Train | Epoch: 145 | Loss: 0.591
Train | Epoch: 146 | Loss: 0.592
Train | Epoch: 147 | Loss: 0.591
Train | Epoch: 148 | Loss: 0.591
Train | Epoch: 149 | Loss: 0.591
Train | Epoch: 150 | Loss: 0.591
Test | Epoch 150 | MAP: 0.945 | Best MAP: 0.952
